ID;age;sex;breed;date_found;adoptable_from;posted;color;coat;size;neutered;housebroken;likes_people;likes_children;get_along_males;get_along_females;get_along_cats;keep_in
1373;13.75;female;Fox Terrier Mix;2014-03-24;2014-03-24;2014-03-24;apricot;short;medium;yes;;yes;;;;;both flat and garden
1374;7.75;female;Hungarian Vizsla, Labrador Retriever Mix;2014-03-24;2014-03-24;2014-03-24;brown;short;medium;yes;;yes;;;;;both flat and garden
1375;6.58;female;Unknown Mix;2014-03-19;2014-03-19;2014-03-21;black;medium;medium;;;yes;yes;yes;yes;;
1376;6.42;female;Staffordshire Terrier Mix;2014-03-21;2014-03-21;2014-03-23;black and white;short;medium;;;yes;yes;yes;yes;;both flat and garden
1377;6.92;male;Unknown Mix;2014-02-28;2014-02-28;2014-03-20;black and brown;wirehaired;medium;;;;;yes;yes;yes;
1378;15.83;female;Unknown Mix;2014-02-28;2014-02-28;2014-03-20;sable;short;medium;;;;;yes;;;
1379;8.75;female;Dachshund;2014-02-07;2014-02-07;2014-03-07;black and tan;short;small;;;;;;;;
1380;13.75;female;Fox Terrier Mix;2014-03-16;2014-03-16;2014-03-16;apricot;short;medium;yes;;yes;;;;;both flat and garden
1381;9.83;female;Rottweiler;2014-03-11;2014-03-11;2014-03-20;black and brown;short;medium;;;yes;;;;;
1382;6.0;male;Schnauzer Mix;2014-02-07;2014-02-07;2014-03-07;yellow-brown;wirehaired;medium;;;;;;;;
1383;9.75;male;Pumi Mix;2014-02-20;2014-02-20;2014-03-15;black;medium;medium;yes;;;;;;;both flat and garden
1384;6.92;male;Rottweiler;2014-02-28;2014-02-28;2014-03-20;black and brown;short;medium;;;;yes;;;;
1385;7.33;female;Central Asian Ovtcharka;2014-03-03;2014-03-03;2014-03-20;brown and white;short;medium;;;yes;yes;;;;
1386;8.5;male;Unknown Mix;2014-03-11;2014-03-11;2014-03-20;black;wirehaired;medium;;;;yes;;;;
1387;12.92;male;Puli;2014-02-14;2014-02-14;2014-03-20;black;wirehaired;medium;;;;;yes;yes;;
1388;7.17;male;Unknown Mix;2014-02-28;2014-02-28;2014-03-20;white;medium;medium;;;;;yes;yes;yes;
1389;8.75;male;Dachshund Mix;2014-02-07;2014-02-07;2014-03-07;red;medium;medium;yes;;;;;;;
1390;6.0;male;Unknown Mix;2014-02-24;2014-02-24;2014-03-12;black;short;small;no;;;;yes;yes;yes;both flat and garden
1391;6.5;male;Unknown Mix;2014-01-02;2014-01-02;2014-03-14;sable;short;medium;yes;yes;yes;yes;;yes;no;both flat and garden
1392;10.75;female;Unknown Mix;2014-03-08;2014-03-08;2014-03-08;red;short;medium;no;;yes;yes;;yes;;both flat and garden
1393;6.5;male;Unknown Mix;2014-02-28;2014-02-28;2014-03-20;brown and white;medium;medium;;;;;yes;yes;;
1394;7.42;male;Rhodesian Ridgeback;2014-03-03;2014-03-03;2014-03-20;black and brown;short;medium;;;;;;yes;;
1395;6.25;female;Unknown Mix;2014-02-07;2014-02-07;2014-03-07;black and brown;short;medium;;;;;;;;
1396;8.17;male;Unknown Mix;2014-02-28;2014-02-28;2014-03-20;saddle back;short;medium;;;;yes;;yes;;
1397;6.75;male;Fox Terrier Mix;2014-02-05;2014-02-05;2014-02-24;tricolor;short;small;;yes;yes;yes;;yes;;both flat and garden
1398;7.17;female;Puli, Spaniel Mix;2014-02-12;2014-02-12;2014-02-24;gray and black;medium;medium;;yes;yes;yes;yes;;;both flat and garden
1399;7.17;female;Basset Hound Mix;2014-02-03;2014-02-03;2014-02-24;tricolor;short;medium;;yes;yes;yes;yes;yes;;both flat and garden
1400;14.5;male;Shih Tzu Mix;2013-05-15;2013-05-15;2014-02-25;white;medium;small;no;;;;yes;yes;;flat
1401;11.5;female;Rottweiler Mix;2013-05-23;2013-05-23;2014-02-25;black and brown;short;large;yes;;;;yes;yes;;garden
1402;12.83;male;Labrador Retriever Mix;2013-01-21;2013-01-21;2014-02-25;red and white;medium;large;no;;;;yes;yes;;garden
1403;8.17;male;Unknown Mix;2013-09-09;2013-09-09;2014-02-25;black;medium;small;;;;;yes;yes;;garden
1404;6.75;male;German Shepherd Dog Mix;2014-02-25;2014-02-25;2014-02-25;sable;long;medium;no;;yes;yes;yes;yes;;garden
1405;11.25;male;Pekingese Mix;2013-08-16;2013-08-16;2014-02-25;red and white;long;small;no;;;;;no;;both flat and garden
1406;13.75;male;Dachshund Mix;2014-03-04;2014-03-04;2014-03-04;black and brown;short;small;yes;yes;yes;yes;yes;yes;yes;both flat and garden
1407;7.92;female;Unknown Mix;2013-08-22;2013-08-22;2014-02-25;black;short;medium;yes;;;;yes;yes;;garden
1408;8.67;male;Unknown Mix;2011-09-22;2011-09-22;2014-02-27;white;medium;medium;no;;;;yes;yes;;garden
1409;9.92;male;Unknown Mix;2011-05-03;2014-03-05;2014-03-05;white;short;small;no;;yes;;;yes;;garden
1410;10.25;female;Unknown Mix;2011-07-18;2011-07-18;2014-02-27;spotty;short;small;yes;;;;yes;yes;;both flat and garden
1411;11.33;female;German Shepherd Dog;2011-06-30;2011-06-30;2014-02-27;black and brown;long;large;yes;;;;yes;yes;;garden
1412;9.17;female;Unknown Mix;2012-09-10;2012-09-10;2014-02-27;apricot;medium;medium;yes;;;;yes;yes;;garden
1413;6.25;female;Unknown Mix;2014-02-18;2014-02-18;2014-02-21;black;short;medium;;;;yes;yes;yes;;
1414;7.92;male;Unknown Mix;2013-01-08;2014-03-05;2014-03-05;yellow-brown;short;medium;no;;yes;;;;;garden
1415;8.0;male;Unknown Mix;2013-11-23;2013-11-23;2014-02-24;black;medium;large;no;;;;no;;;garden
1416;7.75;male;Unknown Mix;2014-02-14;2014-02-28;2014-02-28;black;short;medium;no;yes;yes;yes;yes;yes;yes;flat
1417;6.75;male;Unknown Mix;2014-02-17;2014-02-17;2014-02-21;brown and white;short;medium;;;;yes;yes;yes;;
1418;6.08;female;Unknown Mix;2013-10-18;2013-10-18;2014-02-18;black and white;medium;small;;;;;;;;
1419;6.08;female;Unknown Mix;2013-12-30;2013-12-30;2014-02-20;black;short;medium;;;;;;;;
1420;6.17;female;Unknown Mix;2014-02-17;2014-02-17;2014-02-21;saddle back;short;medium;;;;yes;yes;yes;;
1421;8.25;female;Labrador Retriever, Staffordshire Terrier Mix;2012-01-01;2012-01-01;2014-02-20;yellow-brown;short;medium;yes;yes;yes;yes;yes;yes;no;both flat and garden
1422;6.08;female;Jack Russell Terrier Mix;2013-12-01;2013-12-01;2014-02-18;black and brown;short;small;;;;;;;;
1423;6.25;male;Unknown Mix;2014-02-17;2014-02-17;2014-02-21;brown;short;medium;;;;yes;yes;yes;;
1424;7.25;female;Unknown Mix;2014-01-09;2014-03-06;2014-02-18;brown;short;small;no;;yes;no;yes;yes;yes;garden
1425;8.75;female;Dachshund Mix;2014-02-01;2014-02-01;2014-02-20;black and tan;short;small;;;;;;;;
1426;6.75;male;Unknown Mix;2013-06-01;2013-06-01;2014-02-15;apricot;wirehaired;medium;no;yes;yes;yes;no;yes;no;both flat and garden
1427;8.75;female;Unknown Mix;2014-02-17;2014-02-17;2014-02-21;brown and white;short;medium;;;;yes;yes;yes;;
1428;7.33;male;Siberian Husky;2014-02-17;2014-02-17;2014-02-21;black and white;short;medium;;;yes;yes;;;;
1429;6.5;male;Unknown Mix;2014-02-18;2014-02-18;2014-02-21;yellow-brown;wirehaired;medium;;;;yes;;yes;;
1430;7.25;female;Labrador Retriever Mix;2013-09-13;2013-09-13;2014-02-18;black;short;medium;yes;;;;;;;
1431;6.83;male;Unknown Mix;2014-02-17;2014-02-17;2014-02-21;white;wirehaired;medium;;;;;;;;
1432;5.92;male;Unknown Mix;2014-01-15;2014-01-15;2014-02-20;apricot;short;large;yes;;;;;;;
1433;6.17;male;Unknown Mix;2014-02-17;2014-02-17;2014-02-21;black and white;short;medium;;;;yes;yes;yes;;
1434;7.92;female;Bolognese, Puli Mix;2013-12-08;2013-12-08;2014-02-14;gray and black;medium;small;yes;;yes;yes;yes;yes;;both flat and garden
1435;6.08;male;Unknown Mix;2014-02-14;2014-02-14;2014-02-20;black and brown;short;medium;;;;;;;;
1436;7.0;male;Unknown Mix;2014-02-14;2014-02-14;2014-02-20;black;short;medium;;;;;yes;yes;;
1437;8.67;male;Border Collie, Mudi Mix;2011-05-03;2011-05-03;2014-02-02;black;medium;medium;;;yes;;yes;yes;;
1438;9.33;male;Pumi, Schnauzer Mix;2014-01-17;2014-01-17;2014-01-27;gray;long;small;;;;;;;;
1439;6.08;male;Unknown Mix;2014-01-31;2014-02-22;2014-02-01;black;wirehaired;medium;yes;;yes;yes;yes;yes;;garden
1440;10.0;male;Unknown Mix;2014-01-21;2014-01-21;2014-01-22;sable;short;medium;;;;;yes;yes;;
1441;8.83;male;Unknown Mix;2013-12-30;2013-12-30;2014-01-27;black;short;large;;;;;;;;
1442;6.25;male;Unknown Mix;2014-01-30;2014-01-30;2014-01-31;black;wirehaired;medium;;;;;yes;yes;;
1443;6.83;female;Terrier Mix;2013-09-13;2013-09-13;2014-01-27;gray;short;medium;;;;;;;;
1444;6.83;female;Staffordshire Terrier Mix;2013-12-30;2013-12-30;2014-01-27;striped;short;medium;;;;;;;;
1445;6.75;female;Unknown Mix;2014-01-30;2014-01-30;2014-01-31;brown;short;medium;;;;;yes;yes;;
1446;6.92;female;Unknown Mix;2014-01-31;2014-01-31;2014-01-31;brown;short;medium;;;;;yes;yes;;
1447;6.08;male;Unknown Mix;2014-01-30;2014-01-30;2014-01-31;yellow-brown;short;medium;;;;;yes;yes;;
1448;6.08;female;Unknown Mix;2014-01-30;2014-01-30;2014-01-31;black;short;medium;;;;;yes;yes;;
1449;7.83;female;Labrador Retriever Mix;2013-09-13;2013-09-13;2014-01-27;black;short;medium;;;;;;;;
1450;6.83;female;Unknown Mix;2013-10-18;2013-10-18;2014-01-27;brown and white;short;medium;;;;;;;;
1451;7.08;male;Puli, Pumi Mix;2014-01-28;2014-01-28;2014-01-29;black;long;medium;;;yes;;;;;
1452;16.83;female;Labrador Retriever Mix;2012-12-23;2013-01-01;2014-01-21;apricot;short;medium;yes;yes;yes;yes;yes;yes;yes;flat
1453;7.0;male;Unknown Mix;2014-01-31;2014-01-31;2014-01-31;black;short;medium;;;;;yes;yes;;
1454;7.33;male;Dachshund, German Shepherd Dog Mix;2012-08-01;2014-01-29;2014-01-29;black and brown;medium;medium;no;yes;yes;yes;yes;yes;yes;both flat and garden
1455;7.5;female;Unknown Mix;2014-01-24;2014-01-24;2014-01-25;golden;medium;medium;;;;yes;yes;yes;yes;
1456;9.83;female;German Shepherd Dog Mix;2013-08-04;2013-08-04;2014-01-21;saddle back;short;medium;yes;;yes;yes;;;;both flat and garden
1457;11.67;male;Sarplaninac;2013-11-12;2014-01-14;2014-01-11;gray and black;long;large;yes;;yes;;;yes;;garden
1458;9.17;male;Unknown Mix;2013-12-04;2013-12-04;2014-01-05;black and white;short;large;yes;;yes;;yes;yes;;both flat and garden
1459;7.17;female;Unknown Mix;2013-12-02;2014-01-14;2014-01-08;gray and black;short;medium;;;;;;;;
1460;7.75;male;German Shepherd Dog Mix;2014-01-03;2014-01-03;2014-01-03;black and brown;short;medium;;;;;yes;yes;;
1461;6.17;female;Unknown Mix;2013-12-02;2013-12-02;2014-01-08;brown;short;medium;;;;;;;;both flat and garden
1462;8.83;male;Mudi Mix;2013-12-19;2013-12-19;2014-01-16;black;medium;medium;yes;;;;;;;
1463;7.83;female;Dachshund Mix;2013-09-13;2013-09-13;2014-01-16;brown and white;short;small;;;;;;;;
1464;7.33;female;Unknown Mix;2014-01-03;2014-01-03;2014-01-03;black;short;medium;;;;yes;yes;yes;;
1465;12.08;female;German Shepherd Dog;2014-01-15;2014-01-15;2014-01-15;sable;short;medium;no;;yes;;;;;both flat and garden
1466;6.83;male;Dachshund Mix;2013-08-22;2014-01-08;2014-01-09;tricolor;short;small;yes;;yes;yes;yes;yes;yes;both flat and garden
1467;8.25;male;Dachshund Mix;2014-01-03;2014-01-03;2014-01-03;black;short;medium;;;;;yes;yes;;
1468;10.92;female;Unknown Mix;2014-01-03;2014-01-03;2014-01-03;black and brown;short;medium;;;;;yes;yes;;
1469;6.42;female;German Shepherd Dog Mix;2013-12-02;2014-01-14;2014-01-08;black and brown;short;medium;;;;;;;;
1470;6.17;female;Unknown Mix;2014-01-08;2014-01-08;2014-01-09;saddle back;short;medium;;;;;yes;yes;;
1471;6.83;male;Hound Mix;2013-12-19;2013-12-19;2014-01-16;brown;short;large;yes;;;;;;;
1472;10.92;male;Unknown Mix;2014-01-08;2014-01-08;2014-01-09;black;wirehaired;medium;;;yes;;;;;
1473;12.92;male;Unknown Mix;2013-12-29;2013-12-29;2014-01-03;brown;short;large;no;;yes;yes;yes;yes;;both flat and garden
1474;16.92;male;German Shepherd Dog;2014-01-08;2014-01-08;2014-01-09;sable;short;medium;;;;;;;;
1475;10.17;female;Unknown Mix;2014-01-08;2014-01-08;2014-01-09;white;short;medium;;;yes;yes;yes;yes;;
1476;11.0;male;Kuvasz;2013-12-18;2013-12-18;2014-01-06;white;medium;large;yes;;yes;;yes;yes;;garden
1477;14.33;male;Unknown Mix;2013-12-29;2013-12-29;2014-01-01;saddle back;short;large;;;yes;;yes;yes;;both flat and garden
1478;8.92;female;Hungarian Vizsla, Labrador Retriever Mix;2013-12-07;2013-12-07;2013-12-17;yellow;short;medium;;;yes;;no;no;no;garden
1479;11.92;male;Unknown Mix;2008-01-01;2008-01-01;2013-12-17;gray and white;short;large;yes;;;;yes;yes;;both flat and garden
1480;7.0;female;Golden Retriever, Setter, Vizsla Mix;2013-10-30;2013-10-30;2013-12-09;brown and white;medium;medium;;;yes;yes;yes;;;both flat and garden
1481;15.92;female;Unknown Mix;2014-01-02;2014-01-02;2014-01-02;brown and white;short;medium;;;;yes;;;;
1482;8.17;female;Unknown Mix;2013-12-13;2013-12-13;2013-12-16;black and white;short;medium;;;;;;;;
1483;7.75;male;Siberian Husky Mix;2014-01-02;2014-01-02;2014-01-02;black and white;short;medium;;;;yes;;;;
1484;10.08;female;Bolognese, Havanese;2013-11-29;2013-11-29;2013-12-03;white;long;small;;;;;;;;
1485;7.25;female;Unknown Mix;2013-10-01;2013-10-01;2013-12-31;black and brown;short;medium;;;;yes;yes;yes;;
1486;7.17;female;Unknown Mix;2013-12-13;2013-12-13;2013-12-16;yellow-brown;short;medium;;;;;;;;
1487;9.17;male;German Shepherd Dog;2014-01-02;2014-01-02;2014-01-02;sable;short;medium;;;;yes;;yes;;
1488;6.92;male;Unknown Mix;2014-01-01;2014-01-01;2014-01-02;yellow-brown;short;medium;;;yes;yes;yes;yes;;
1489;7.75;male;Belgian Malinois, Hungarian Vizsla Mix;2013-09-27;2013-09-27;2013-12-03;brown;short;medium;;;;;;yes;;
1490;6.25;male;German Shepherd Dog Mix;2014-01-02;2014-01-02;2014-01-02;black and brown;short;medium;;;;;yes;yes;;
1491;13.67;female;Puli, Schnauzer, Spaniel Mix;2006-06-10;2006-06-10;2013-12-07;black;long;medium;no;yes;yes;yes;;;no;garden
1492;15.92;female;Unknown Mix;2014-01-01;2014-01-01;2014-01-02;yellow-brown;short;medium;;;;yes;yes;yes;;
1493;6.08;female;Unknown Mix;2013-12-29;2013-12-29;2013-12-30;black;short;medium;no;;yes;yes;yes;yes;yes;both flat and garden
1494;7.5;male;Labrador Retriever Mix;2013-11-15;2013-11-15;2013-12-04;black;short;medium;;;yes;;;;;
1495;6.83;female;Unknown Mix;2014-01-02;2014-01-02;2014-01-02;white;short;medium;;;;yes;;;;
1496;6.25;male;German Shepherd Dog Mix;2014-01-02;2014-01-02;2014-01-02;black and brown;short;medium;;;;;yes;yes;;
1497;7.92;male;Unknown Mix;2013-06-30;2013-11-05;2013-11-04;gray;short;large;no;;yes;yes;;;;garden
1498;6.92;female;Unknown Mix;2013-10-14;2013-10-14;2013-10-14;brown and white;short;medium;;;;;;;;
1499;8.08;male;Unknown Mix;2013-05-27;2013-10-18;2013-10-18;brown;short;medium;no;;yes;;no;yes;;garden
1500;7.5;female;Unknown Mix;2013-07-03;2013-10-01;2013-10-08;black and white;short;large;no;;yes;;yes;yes;;garden
1501;7.42;male;German Pointer Mix;2013-09-15;2013-09-15;2013-10-08;brown;short;medium;yes;;yes;yes;yes;yes;yes;flat
1502;8.17;male;Schnauzer Mix;2013-09-15;2013-09-15;2013-10-07;black;wirehaired;medium;yes;;yes;yes;yes;yes;;both flat and garden
1503;7.25;male;Unknown Mix;2012-11-10;2013-11-08;2013-11-08;black and tan;short;medium;no;;yes;;;;no;both flat and garden
1504;6.75;female;Unknown Mix;2013-09-14;2013-09-14;2013-10-27;apricot;short;medium;yes;;;yes;yes;yes;;both flat and garden
1505;9.08;female;Unknown Mix;2013-07-10;2013-10-29;2013-10-29;brown and white;short;medium;no;;yes;yes;yes;yes;yes;both flat and garden
1506;10.75;male;Unknown Mix;2013-10-14;2013-10-14;2013-10-14;black and brown;short;medium;;;;yes;;;;
1507;6.5;male;Bernese Mountain Dog, Dachshund Mix;2013-09-15;2013-09-15;2013-10-07;tricolor;medium;small;no;;yes;yes;yes;yes;yes;both flat and garden
1508;9.08;male;American Pit Bull Terrier, Staffordshire Terrier Mix;2013-07-10;2013-10-29;2013-10-29;black and white;short;large;yes;;yes;;no;no;no;garden
1509;8.17;female;Doberman Mix;2011-11-11;2011-11-11;2013-10-02;black;short;medium;yes;;yes;yes;yes;yes;;both flat and garden
1510;7.08;male;Mudi Mix;2013-10-11;2013-11-05;2013-11-06;black;medium;small;;;yes;yes;yes;yes;;both flat and garden
1511;6.92;female;Unknown Mix;2013-11-12;2013-11-12;2013-11-12;brown and white;short;medium;;;;;yes;yes;;
1512;7.25;male;Unknown Mix;2012-11-10;2013-11-08;2013-11-08;black;short;medium;no;;yes;;yes;yes;no;both flat and garden
1513;8.17;female;Unknown Mix;2013-05-01;2013-05-01;2013-10-08;black;short;medium;yes;yes;yes;yes;yes;yes;yes;both flat and garden
1514;11.0;male;Briard Mix;2011-07-01;2011-07-01;2013-11-14;black;long;large;yes;;yes;yes;yes;;;both flat and garden
1515;11.0;female;German Shepherd Dog;2013-10-20;2013-10-20;2013-11-16;brown;short;large;;yes;yes;yes;;;;
1516;9.92;female;German Shepherd Dog Mix;2013-08-25;2013-08-25;2013-10-01;black and tan;short;medium;yes;;yes;;yes;yes;;both flat and garden
1517;14.92;male;Unknown Mix;2006-01-01;2006-01-01;2013-09-24;saddle back;medium;large;yes;;yes;;yes;yes;;both flat and garden
1518;7.17;male;Siberian Husky Mix;2013-09-17;2013-09-17;2013-09-23;black and white;short;medium;no;;yes;yes;yes;yes;;garden
1519;10.08;male;Staffordshire Terrier Mix;2009-12-01;2009-12-01;2013-09-23;black and white;short;large;;;yes;;yes;yes;;
1520;11.17;male;Unknown Mix;2013-09-24;2013-09-24;2013-09-25;black;short;medium;;;yes;;yes;yes;yes;garden
1521;14.42;male;Unknown Mix;2010-01-01;2010-01-01;2013-09-24;brown and white;short;large;;;yes;;yes;yes;;both flat and garden
1522;7.75;male;Unknown Mix;2013-09-26;2013-09-26;2013-09-30;black;short;medium;;;;yes;yes;yes;;
1523;16.17;male;Unknown Mix;2010-01-01;2010-01-01;2013-09-23;brown and white;short;large;;;yes;;;;;
1524;15.92;male;Collie Mix;2013-09-13;2013-10-20;2013-09-25;tricolor;long;medium;;yes;yes;yes;yes;yes;;both flat and garden
1525;10.92;male;German Shepherd Dog, Labrador Retriever, Staffordshire Terrier Mix;2013-03-10;2013-08-01;2013-09-25;black and brown;medium;large;yes;yes;yes;no;yes;yes;yes;garden
1526;14.92;male;Old German Shepherd Mix;2010-01-01;2010-01-01;2013-09-23;brown and white;long;medium;;;;;;yes;;
1527;6.58;female;Dachshund Mix;2013-09-13;2013-10-10;2013-09-24;saddle back;short;small;;yes;yes;yes;yes;yes;;both flat and garden
1528;12.92;female;Unknown Mix;2007-07-22;2007-07-22;2013-09-24;black and brown;long;medium;yes;;yes;;yes;yes;;
1529;8.92;female;Unknown Mix;2013-09-26;2013-09-26;2013-09-30;black;short;medium;;;;yes;;;;
1530;13.92;male;Beagle, Dachshund Mix;2010-01-01;2010-01-01;2013-09-23;tricolor;short;small;no;;yes;;;yes;;both flat and garden
1531;7.75;female;Labrador Retriever Mix;2013-09-20;2013-09-20;2013-09-26;black;short;medium;;;;;yes;yes;;
1532;14.17;female;Schnauzer Mix;2010-01-01;2010-01-01;2013-09-23;gray and white;medium;medium;yes;;yes;;;;;
1533;6.83;female;Dachshund Mix;2013-09-10;2013-10-11;2013-09-25;black and tan;medium;small;;yes;yes;yes;yes;yes;;both flat and garden
1534;15.92;female;German Shepherd Dog;2013-09-25;2013-09-25;2013-09-30;saddle back;short;medium;;;;;yes;;;
1535;8.33;male;Dachshund Mix;2013-09-10;2013-10-10;2013-09-24;black and tan;short;small;;yes;yes;yes;yes;yes;;both flat and garden
1536;7.0;male;Rottweiler Mix;2013-09-12;2013-10-12;2013-09-24;black and tan;short;large;;yes;yes;yes;yes;yes;;both flat and garden
1537;7.25;male;German Shepherd Dog, Rottweiler, Staffordshire Terrier Mix;2013-08-21;2013-08-21;2013-08-22;sable;short;medium;no;;yes;yes;;yes;;both flat and garden
1538;14.92;female;Dachshund Mix;2013-08-29;2013-08-29;2013-09-01;brown;short;medium;;;;;yes;yes;;
1539;7.17;female;German Shepherd Dog;2012-09-13;2012-09-13;2013-09-13;black and tan;short;large;;yes;yes;yes;;;;both flat and garden
1540;7.75;female;Unknown Mix;2013-09-16;2013-09-16;2013-09-20;brown;short;medium;;;;;yes;yes;;
1541;7.92;male;Terrier Mix;2013-08-31;2013-08-31;2013-09-04;black and white;medium;medium;yes;;yes;;;;;garden
1542;7.17;male;German Shepherd Dog Mix;2013-08-10;2013-09-15;2013-08-20;sable;medium;large;;yes;yes;yes;yes;yes;;both flat and garden
1543;8.25;female;German Shepherd Dog Mix;2013-08-21;2013-09-05;2013-08-21;sable;medium;large;no;;yes;yes;;yes;;garden
1544;13.25;female;Rhodesian Ridgeback Mix;2013-07-26;2013-07-26;2013-09-14;red;short;large;;;;;;;;
1545;6.75;female;Unknown Mix;2013-08-23;2013-08-23;2013-08-27;golden;short;medium;;;;yes;yes;yes;;
1546;14.33;female;Beagle;2013-08-05;2013-08-05;2013-08-20;tricolor;short;medium;;yes;yes;yes;yes;yes;;both flat and garden
1547;12.25;male;German Pointer Mix;2013-04-26;2013-09-11;2013-09-11;black and white;short;medium;;;yes;no;;;;both flat and garden
1548;14.92;female;German Shepherd Dog Mix;2005-01-01;2005-01-01;2013-09-20;black and brown;short;large;yes;;;;;;;
1549;8.25;male;Siberian Husky Mix;2013-09-10;2013-09-10;2013-09-10;yellow;short;medium;;;yes;;yes;;;both flat and garden
1550;7.25;female;Unknown Mix;2013-09-16;2013-09-16;2013-09-20;brown and white;short;medium;;;;;yes;yes;;
1551;7.5;female;Unknown Mix;2013-08-22;2013-09-14;2013-08-25;black;wirehaired;medium;yes;;yes;;yes;yes;;garden
1552;13.17;female;Unknown Mix;2010-01-01;2010-01-01;2013-09-23;yellow-brown;long;large;yes;;yes;;yes;;;both flat and garden
1553;7.25;female;Unknown Mix;2013-08-23;2013-08-23;2013-08-26;tricolor;short;large;yes;;;;;;;garden
1554;6.5;male;Unknown Mix;2013-09-01;2013-09-01;2013-09-16;yellow-brown;short;medium;;;;;;;;
1555;12.92;female;Unknown Mix;2007-01-01;2007-01-01;2013-09-20;gray and black;long;medium;yes;;;;;;;
1556;14.92;male;Dachshund Mix;2013-08-29;2013-08-29;2013-09-01;brown;short;medium;;;;;yes;yes;;
1557;6.67;male;Unknown Mix;2013-08-19;2013-09-04;2013-08-19;black;short;medium;;;yes;yes;yes;yes;;both flat and garden
1558;7.5;female;Labrador Retriever Mix;2013-07-17;2013-07-17;2013-08-17;black;short;large;no;;yes;yes;yes;yes;;garden
1559;9.25;male;Pinscher Mix;2013-08-10;2013-08-10;2013-08-14;black and brown;short;small;;;yes;;;;;
1560;7.17;female;Labrador Retriever Mix;2013-08-06;2013-09-14;2013-08-20;black;short;large;;yes;yes;yes;yes;yes;;both flat and garden
1561;11.17;female;Unknown Mix;2010-02-10;2010-02-10;2013-08-15;apricot;short;medium;yes;;yes;yes;yes;;;garden
1562;8.33;female;Unknown Mix;2013-08-10;2013-09-15;2013-08-20;black;short;medium;;yes;yes;yes;yes;yes;;both flat and garden
1563;6.75;male;Unknown Mix;2013-03-14;2013-03-14;2013-08-16;striped;wirehaired;medium;yes;;yes;yes;yes;yes;yes;both flat and garden
1564;7.92;male;Terrier Mix;2013-06-23;2013-08-20;2013-08-20;yellow-brown;medium;large;no;;yes;;yes;yes;;garden
1565;6.67;male;Dachshund Mix;2013-08-02;2013-08-02;2013-08-09;yellow-brown;short;small;no;yes;yes;yes;yes;yes;;
1566;10.33;female;Unknown Mix;2013-01-16;2013-08-14;2013-08-14;yellow-brown;short;large;yes;;yes;;yes;yes;;garden
1567;7.0;female;German Shepherd Dog Mix;2013-07-05;2013-08-13;2013-08-13;black and brown;short;large;no;;yes;;yes;yes;;garden
1568;8.25;female;Pinscher Mix;2013-08-05;2013-08-05;2013-08-16;brown;short;small;yes;;yes;yes;yes;yes;no;both flat and garden
1569;6.5;female;Bull Terrier Mix;2013-08-05;2013-08-05;2013-08-19;yellow;short;medium;yes;;yes;yes;yes;yes;yes;
1570;14.33;female;Unknown Mix;2013-08-05;2013-08-01;2013-08-15;black and tan;short;medium;yes;;yes;yes;yes;no;;both flat and garden
1571;7.67;male;Labrador Retriever, Rhodesian Ridgeback Mix;2013-01-01;2013-01-01;2013-08-15;golden;short;large;yes;;yes;yes;yes;yes;no;both flat and garden
1572;6.75;male;Unknown Mix;2013-03-14;2013-03-14;2013-08-16;brown and white;wirehaired;medium;yes;;yes;yes;yes;yes;yes;both flat and garden
1573;6.75;male;Unknown Mix;2013-03-14;2013-03-14;2013-08-16;gray;medium;medium;yes;;yes;yes;yes;yes;yes;both flat and garden
1574;6.5;female;Bull Terrier Mix;2013-08-05;2013-08-05;2013-08-19;striped;short;medium;yes;;yes;yes;yes;yes;yes;
1575;7.33;male;Fox Terrier;2013-08-07;2013-08-07;2013-08-10;black and white;short;small;no;;yes;yes;yes;yes;yes;both flat and garden
1576;12.17;male;Labrador Retriever Mix;2010-03-10;2010-03-10;2013-08-15;apricot;short;large;;;yes;;;yes;;garden
1577;6.67;male;Unknown Mix;2013-06-28;2013-08-20;2013-07-31;brown;short;medium;;yes;yes;yes;yes;yes;;both flat and garden
1578;6.67;male;Border Collie, Labrador Retriever, White Swiss Shepherd Mix;2013-04-06;2013-04-06;2013-07-28;golden;medium;medium;no;no;yes;yes;yes;yes;yes;
1579;6.58;male;Unknown Mix;2013-07-09;2013-08-12;2013-07-24;black;medium;small;;;yes;yes;yes;yes;;
1580;7.33;male;Unknown Mix;2013-07-21;2013-07-21;2013-07-21;yellow-brown;medium;medium;;;;;;;;
1581;11.83;female;Dachshund Mix;2013-07-04;2013-08-25;2013-08-02;brown;short;small;;yes;yes;yes;yes;yes;;both flat and garden
1582;13.92;male;Dogo Argentino Mix;2013-07-22;2013-07-22;2013-07-22;spotty;short;medium;;;;;;;;
1583;8.33;male;Unknown Mix;2012-09-25;2012-09-25;2013-08-03;black;short;medium;;;yes;;;;;
1584;7.83;female;German Shepherd Dog, Labrador Retriever Mix;2012-09-01;2012-09-01;2013-07-28;golden;short;medium;no;yes;yes;yes;yes;no;yes;
1585;7.83;male;Unknown Mix;2013-06-04;2013-06-04;2013-07-26;black;medium;medium;yes;;;;;;;
1586;11.33;male;Unknown Mix;2013-06-15;2013-06-15;2013-07-26;black;wirehaired;medium;yes;;;;;;;
1587;7.75;female;Unknown Mix;2013-07-31;2013-07-31;2013-08-01;black;short;medium;;;;;;;;
